gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count
Female,34,Germany,Berlin,Individual,58,Referral,Yearly,20,6,19.02180148721939,6,-0.13,29,30,1740,Card,0,No,Yes,3,21.655161677255343,Billing,5.0,0,0.44,0.38,14,Satisfied,3
Female,72,UK,Toronto,Individual,7,Mobile,Yearly,19,3,23.4102391288878,8,-0.15,4,50,350,PayPal,0,No,No,4,31.179102297339465,Billing,4.0,0,0.67,0.13,-7,Satisfied,3
Male,33,Germany,London,Individual,56,Web,Yearly,13,3,18.258265636264863,6,-0.11,6,30,1680,Bank Transfer,0,No,No,2,18.36710370254641,,4.0,0,0.15,0.12,48,Satisfied,2
Male,43,Bangladesh,New York,Individual,36,Web,Monthly,31,4,19.769561710490255,4,0.12,1,10,360,PayPal,0,No,No,2,21.483560883486877,,3.0,0,0.53,0.23,-21,Neutral,2
Female,62,Canada,New York,SME,4,Referral,Yearly,8,4,18.86827814539882,3,0.17,13,10,40,PayPal,0,No,No,0,21.631186020202254,Service,4.0,1,0.14,0.41,52,Unsatisfied,1
Male,69,USA,London,Individual,37,Mobile,Monthly,20,5,24.368978429436307,5,-0.11,1,20,740,Card,1,No,No,1,20.844358057053043,Service,2.0,0,0.35,0.3,0,Unsatisfied,2
Female,62,UK,Toronto,Individual,59,Mobile,Monthly,14,0,21.914962936096927,4,0.0,14,70,4130,Card,3,No,Yes,1,18.23186819759963,Technical,3.0,3,0.68,0.38,-2,Satisfied,0
Female,65,Germany,London,SME,29,Web,Yearly,14,2,10.0772356704793,8,0.16,1,100,2900,Bank Transfer,3,No,No,1,2.920320863975874,Billing,4.0,0,0.19,0.12,1,Neutral,0
Female,74,Bangladesh,London,Individual,13,Web,Quarterly,16,2,14.220855360495808,5,0.29,20,10,130,Bank Transfer,0,Yes,No,0,15.48090232553049,Service,3.0,0,0.4,0.04,81,Neutral,1
Male,56,USA,Dhaka,Individual,36,Mobile,Quarterly,6,1,17.392273126535958,3,0.01,16,10,360,Card,1,No,Yes,1,29.10516922835673,,3.0,1,0.26,0.08,39,Unsatisfied,1
Male,49,Bangladesh,Sydney,Enterprise,43,Mobile,Monthly,14,4,1.0,10,-0.0,2,20,860,Bank Transfer,0,Yes,No,1,26.5809158658899,Technical,3.0,0,0.58,0.18,-2,Satisfied,0
Male,72,USA,Delhi,SME,28,Web,Yearly,27,0,14.438363632836207,8,-0.04,14,30,840,Card,0,No,No,2,8.484440240137893,Billing,5.0,0,0.41,0.17,80,Unsatisfied,0
Female,48,India,Delhi,Individual,23,Referral,Monthly,28,1,27.30973268476048,4,0.3,4,10,230,Card,0,Yes,No,1,26.0855692829044,Billing,3.0,1,0.62,0.18,-58,Satisfied,0
Male,37,India,Sydney,Individual,30,Web,Monthly,18,2,10.15470388896275,1,0.02,12,30,900,Bank Transfer,0,No,No,0,25.314556518979188,Service,3.0,0,0.48,0.39,51,Neutral,2
Female,72,Germany,Dhaka,SME,29,Mobile,Yearly,20,3,18.400528400394336,7,0.11,3,70,2030,Card,2,No,Yes,1,29.58588794066972,Billing,4.0,0,0.69,0.08,37,Unsatisfied,2
Female,55,Bangladesh,London,Individual,58,Mobile,Monthly,23,4,28.769626145819707,6,0.07,17,10,580,Card,0,No,No,1,24.774432124096364,,2.0,0,0.6,0.18,59,Satisfied,0
Female,43,USA,Berlin,Individual,56,Web,Monthly,18,0,13.749760869764144,8,-0.15,1,20,1120,PayPal,0,No,No,1,6.918007287716684,Technical,3.0,0,0.37,0.11,64,Unsatisfied,1
Female,33,USA,Sydney,Individual,29,Web,Yearly,12,1,14.9652286713327,10,0.18,18,20,580,Bank Transfer,1,No,No,3,32.24876787011,Technical,3.0,0,0.39,0.24,3,Unsatisfied,3
Male,39,Germany,Toronto,SME,58,Mobile,Monthly,0,0,23.15972266767849,4,0.03,3,50,2900,PayPal,0,No,No,1,34.95250610038242,Technical,3.0,0,0.33,0.4,23,Satisfied,0
Male,68,Australia,Dhaka,SME,17,Web,Quarterly,35,1,18.697500929179355,6,-0.17,3,50,850,Bank Transfer,1,No,No,0,15.95172358590674,Billing,5.0,2,0.2,0.36,62,Satisfied,1
Female,33,Australia,Berlin,Individual,3,Mobile,Yearly,28,4,15.423723962573252,5,0.09,0,70,210,Card,0,No,Yes,1,31.06319867548981,Technical,4.0,0,0.37,0.46,-34,Unsatisfied,2
Female,46,USA,Dhaka,Individual,34,Referral,Monthly,29,3,29.7177616926858,8,0.11,16,50,1700,Card,2,No,No,2,27.546871299820985,Billing,5.0,0,0.58,0.49,22,Neutral,1
Female,34,Germany,London,Individual,54,Mobile,Quarterly,23,6,17.990427147137286,6,-0.24,0,70,3780,Card,0,No,Yes,0,14.801972608735584,,2.0,1,0.47,0.25,-6,Satisfied,3
Male,40,USA,New York,Individual,27,Web,Quarterly,0,3,3.4204808121207275,8,0.16,0,100,2700,Card,1,No,Yes,2,27.639275217848933,Billing,3.0,0,0.71,0.36,5,Unsatisfied,2
Male,32,Germany,London,Enterprise,57,Mobile,Monthly,25,6,13.149288573443576,2,-0.25,15,10,570,Bank Transfer,0,Yes,No,1,7.9877108856335965,Billing,5.0,0,0.63,0.07,-73,Satisfied,0
Male,28,USA,Sydney,Individual,30,Web,Monthly,19,1,10.590630636707797,1,-0.42,1,30,900,Card,0,Yes,No,1,20.01747236954741,,3.0,0,0.25,0.25,100,Satisfied,1
Female,70,UK,Dhaka,SME,22,Referral,Yearly,18,5,6.2721647305461445,2,0.03,24,30,660,PayPal,1,Yes,No,1,16.572058445669725,Billing,3.0,0,0.12,0.5,47,Satisfied,0
Female,22,Canada,Toronto,Individual,46,Web,Quarterly,30,7,16.211692698655355,3,0.05,32,10,460,Card,2,No,No,1,4.351088375542847,Technical,5.0,0,0.34,0.15,26,Neutral,1
Male,25,Germany,New York,SME,24,Referral,Monthly,29,2,22.84996377028921,5,-0.28,19,20,480,Card,0,No,No,3,17.348250944629758,Billing,4.0,0,0.11,0.29,67,Satisfied,2
Male,50,USA,Delhi,SME,1,Referral,Monthly,18,6,31.503347181329136,3,-0.03,4,70,70,Card,1,No,No,2,32.680425854379095,Billing,4.0,1,0.31,0.44,-52,Satisfied,0
Female,40,Bangladesh,Sydney,Individual,6,Mobile,Monthly,15,4,16.097511207244075,2,0.02,7,50,300,Card,0,Yes,No,0,24.804353186935124,Technical,3.0,0,0.63,0.46,62,Unsatisfied,1
Male,45,UK,Toronto,Individual,9,Referral,Monthly,34,6,23.85369988343893,3,0.16,4,10,90,Card,0,Yes,No,0,21.236591934996905,Billing,4.0,0,0.35,0.13,68,Satisfied,1
Male,39,UK,Berlin,Enterprise,42,Web,Yearly,17,2,12.640665527768064,6,-0.06,22,50,2100,Card,0,Yes,No,3,17.320877813035594,,5.0,0,0.74,0.13,-26,Satisfied,1
Female,57,UK,New York,SME,29,Mobile,Yearly,20,7,29.464796962931,6,-0.11,2,50,1450,Card,1,No,No,1,12.08716800105488,,4.0,1,0.64,0.31,7,Unsatisfied,1
Female,69,Australia,London,Individual,30,Referral,Quarterly,11,0,27.82744419946711,7,0.3,2,50,1500,PayPal,1,No,No,3,27.41752469011685,Billing,3.0,2,0.26,0.17,33,Satisfied,0
Female,38,India,Sydney,SME,41,Mobile,Yearly,23,3,7.405863696755413,4,0.04,6,10,410,Card,0,Yes,No,1,27.26873149783884,,4.0,1,0.68,0.37,38,Neutral,0
Male,20,USA,Delhi,Individual,12,Mobile,Quarterly,16,5,7.156322718904232,4,-0.01,0,70,840,Card,1,No,No,2,41.19535731645496,Technical,3.0,0,0.58,0.27,3,Satisfied,0
Female,70,India,Sydney,Individual,54,Web,Monthly,13,5,11.97432978644793,1,-0.04,7,20,1080,Bank Transfer,1,Yes,No,4,43.944008967845136,Service,4.0,0,0.38,0.47,27,Unsatisfied,4
Male,41,UK,Sydney,Individual,58,Mobile,Monthly,31,7,19.948855821974,4,0.24,7,20,1160,PayPal,0,No,No,1,38.4487610317718,Technical,3.0,0,0.36,0.19,10,Neutral,1
Male,56,India,Dhaka,Individual,24,Web,Yearly,19,1,15.30539925546914,6,0.09,25,20,480,Card,0,No,No,3,13.922651637880954,Service,5.0,0,0.79,0.46,48,Satisfied,4
Female,60,Germany,Sydney,SME,20,Mobile,Quarterly,11,6,9.87371748524722,3,0.23,0,70,1400,Card,1,No,Yes,1,36.16492611996438,Technical,4.0,1,0.59,0.41,58,Unsatisfied,0
Male,47,India,London,Individual,27,Web,Monthly,23,5,23.03943124478083,5,0.43,4,10,270,Card,1,No,No,1,27.50412723458216,Billing,4.0,1,0.79,0.27,-79,Satisfied,2
Male,73,Bangladesh,Toronto,Enterprise,47,Web,Monthly,23,6,22.34273646555493,6,-0.05,0,10,470,PayPal,0,No,No,0,25.78229794990851,,3.0,0,0.24,0.46,91,Unsatisfied,1
Female,42,Bangladesh,Sydney,SME,51,Mobile,Monthly,17,6,1.0,6,0.03,1,30,1530,PayPal,0,Yes,No,1,15.826007561498637,Technical,5.0,1,0.81,0.09,-26,Neutral,0
Male,36,Canada,Delhi,Individual,18,Web,Yearly,38,7,13.767087267720637,7,0.2,9,30,540,Card,1,Yes,No,1,9.045206408711218,,4.0,0,0.47,0.1,51,Unsatisfied,1
Female,72,UK,New York,Individual,8,Referral,Monthly,20,1,6.68870443148545,8,0.0,22,20,160,Card,0,No,Yes,1,16.51549571758133,Technical,4.0,0,0.14,0.09,20,Satisfied,1
Male,47,USA,Toronto,Individual,56,Mobile,Monthly,36,7,7.069843867803505,4,-0.17,8,20,1120,Card,2,No,No,1,33.73251413353568,Technical,4.0,0,0.15,0.18,37,Satisfied,0
Male,59,Canada,New York,SME,5,Web,Quarterly,19,1,25.00520704312849,5,-0.12,9,10,50,Card,0,No,Yes,1,14.1206275077656,Billing,2.0,0,0.57,0.37,44,Satisfied,0
Male,29,India,Berlin,Enterprise,24,Web,Quarterly,20,6,16.63295798096048,4,0.04,1,20,480,Bank Transfer,0,No,No,1,14.705459101652682,Service,2.0,0,0.74,0.11,37,Satisfied,0
Male,42,USA,Toronto,SME,47,Web,Monthly,19,3,22.858345895791125,3,0.14,0,70,3290,PayPal,0,No,Yes,1,35.00270022640163,Technical,4.0,0,0.38,0.32,90,Satisfied,1
Male,21,UK,Sydney,Individual,6,Web,Quarterly,11,2,6.941902720442258,3,0.1,0,30,180,Bank Transfer,1,No,No,1,2.869073270850638,Billing,2.0,0,0.31,0.47,-19,Satisfied,2
Female,72,Australia,Berlin,SME,52,Mobile,Quarterly,8,6,18.60595031850196,1,-0.26,12,30,1560,PayPal,0,No,No,2,24.102026311946197,Technical,5.0,0,0.85,0.3,10,Neutral,1
Female,71,UK,Toronto,Individual,44,Referral,Monthly,23,6,8.00084097665789,9,-0.09,18,20,880,Card,0,No,No,2,14.727868233962488,Service,3.0,0,0.3,0.1,37,Unsatisfied,1
Male,45,UK,London,Individual,18,Referral,Monthly,16,0,11.815145606992145,6,-0.03,14,20,360,Bank Transfer,1,No,No,3,33.08072544748329,Technical,3.0,0,0.26,0.06,-15,Satisfied,1
Female,62,UK,Sydney,Enterprise,38,Web,Monthly,37,6,20.78937783165605,2,0.13,8,70,2660,Card,2,No,No,0,24.69089433194847,Service,4.0,1,0.15,0.24,77,Unsatisfied,0
Male,60,India,London,Individual,46,Web,Monthly,19,6,18.713579778864588,4,0.19,8,100,4600,Card,1,No,No,1,33.71878240991016,Billing,4.0,0,0.16,0.26,-1,Neutral,1
Female,25,Germany,Delhi,Individual,3,Web,Monthly,34,7,4.476417909144621,4,0.03,11,30,90,Card,1,Yes,Yes,0,30.66688870276319,Technical,4.0,0,0.18,0.43,-25,Neutral,0
Female,20,Australia,Delhi,SME,11,Referral,Quarterly,32,2,10.679164319810532,8,0.09,4,50,550,Card,0,No,No,0,35.18262497912861,Technical,5.0,1,0.29,0.33,57,Unsatisfied,1
Female,29,Germany,New York,Individual,17,Web,Yearly,36,1,13.46151368491063,5,-0.23,0,30,510,Card,0,No,No,1,21.782436681291166,Technical,3.0,0,0.53,0.38,0,Satisfied,1
Female,69,USA,Dhaka,Individual,7,Web,Monthly,10,7,14.787234101150384,6,0.23,10,50,350,PayPal,1,Yes,No,2,10.706739460636737,Technical,5.0,0,0.14,0.36,-26,Neutral,0
Female,64,Australia,Toronto,Individual,55,Web,Monthly,8,7,18.950057188477345,2,-0.21,13,50,2750,Card,0,No,No,1,30.303320152480584,Technical,4.0,0,0.86,0.28,80,Neutral,2
Female,74,India,Sydney,SME,57,Web,Monthly,6,1,12.468512405533748,6,0.06,29,20,1140,Bank Transfer,0,Yes,No,2,27.23792075072124,Billing,4.0,1,0.21,0.33,68,Neutral,3
Male,24,UK,London,Enterprise,7,Web,Monthly,15,1,6.84329103806504,2,-0.3,4,100,700,Card,0,No,No,3,11.889631271588824,Service,2.0,0,0.42,0.39,13,Neutral,1
Male,53,UK,Berlin,SME,54,Web,Quarterly,28,2,26.877291884821283,8,-0.08,3,30,1620,Card,0,No,Yes,2,31.191587199629197,Service,4.0,0,0.78,0.46,30,Satisfied,0
Female,26,USA,London,Individual,2,Mobile,Monthly,18,7,12.814835627619082,6,-0.16,38,20,40,PayPal,0,No,No,1,24.31738166462306,Technical,5.0,0,0.23,0.2,71,Neutral,3
Female,43,Germany,London,Individual,6,Web,Monthly,30,7,4.4231942787926695,5,-0.04,10,50,300,PayPal,1,No,No,2,11.612001139712357,Service,5.0,0,0.13,0.02,51,Satisfied,3
Female,57,USA,Toronto,SME,40,Web,Yearly,14,1,8.5463156737699,8,-0.09,18,50,2000,Card,0,No,No,4,18.64796197011341,Billing,4.0,0,0.71,0.26,44,Satisfied,0
Male,23,India,New York,Individual,36,Referral,Monthly,46,7,12.278298699405813,5,0.17,1,10,360,Card,0,No,Yes,1,30.92960498136806,Technical,4.0,1,0.78,0.4,-19,Satisfied,0
Female,51,Canada,Berlin,Individual,22,Web,Monthly,22,4,11.471328329418032,6,0.11,3,70,1540,PayPal,1,Yes,No,1,27.13737410961015,Billing,5.0,1,0.65,0.31,70,Neutral,0
Male,26,Canada,Dhaka,Individual,16,Referral,Quarterly,13,2,21.51338168864924,2,-0.07,3,30,480,Card,1,Yes,No,1,23.00953444634653,Technical,3.0,0,0.67,0.28,-38,Unsatisfied,0
Female,67,USA,Sydney,SME,3,Web,Quarterly,13,4,13.25960406111852,1,-0.02,24,70,210,Card,0,No,No,3,28.29530295542459,Technical,4.0,0,0.76,0.38,74,Neutral,2
Male,29,Canada,Berlin,Enterprise,21,Web,Monthly,28,3,14.55513502309803,4,-0.11,19,30,630,PayPal,1,Yes,No,0,7.719730099073192,Service,4.0,1,0.61,0.11,52,Satisfied,2
Male,70,UK,Sydney,Individual,58,Web,Quarterly,22,6,14.384874597528931,5,0.15,4,30,1740,Card,2,Yes,No,3,25.84757911098509,Service,2.0,2,0.31,0.39,37,Satisfied,0
Female,49,Australia,London,SME,9,Mobile,Quarterly,30,6,6.262793678376902,7,-0.14,30,100,900,PayPal,1,No,No,0,14.774980592215634,Billing,5.0,1,0.32,0.24,6,Neutral,1
Male,36,Bangladesh,Dhaka,Individual,18,Web,Yearly,22,3,21.149566106916588,6,0.05,3,70,1260,PayPal,0,No,No,1,17.330900711449956,Technical,3.0,1,0.69,0.27,-33,Unsatisfied,0
Female,43,Australia,London,Individual,9,Web,Quarterly,14,6,13.202278148223511,6,0.08,4,50,450,Bank Transfer,1,No,No,1,25.801793235287,,4.0,1,0.23,0.3,-52,Neutral,2
Male,38,Australia,Dhaka,Individual,2,Mobile,Quarterly,4,5,6.896182501144168,6,-0.01,22,20,40,Bank Transfer,0,Yes,No,2,22.179514458073847,Technical,4.0,1,0.86,0.21,71,Neutral,0
Male,63,UK,Berlin,Individual,36,Web,Monthly,29,0,17.042088126365663,5,0.09,4,100,3600,Card,0,Yes,No,1,42.04050982381136,Technical,5.0,1,0.35,0.23,68,Neutral,1
Female,43,Australia,Dhaka,Individual,27,Web,Monthly,19,2,15.656956005079088,1,0.15,3,10,270,Card,1,Yes,No,1,24.81434862025009,Technical,5.0,0,0.18,0.28,-11,Neutral,0
Male,47,Bangladesh,New York,Individual,30,Web,Yearly,25,4,1.0,5,0.07,9,10,300,Bank Transfer,0,No,No,0,23.666460949538585,Technical,2.0,0,0.5,0.42,84,Satisfied,1
Female,59,Australia,Delhi,SME,7,Referral,Yearly,34,4,16.49333604387523,6,0.07,15,50,350,Card,2,No,No,1,18.853364481558494,,4.0,0,0.9,0.16,27,Satisfied,1
Female,23,Australia,Sydney,Individual,17,Web,Quarterly,10,4,14.337622967503911,9,0.22,4,70,1190,PayPal,0,No,Yes,0,14.518394123715318,Technical,4.0,0,0.45,0.22,23,Satisfied,1
Female,53,Australia,Dhaka,Individual,47,Referral,Yearly,3,6,14.028241136112454,1,-0.24,48,30,1410,PayPal,0,No,No,2,24.184596767040254,Technical,4.0,1,0.39,0.42,37,Satisfied,1
Male,20,Bangladesh,Toronto,Individual,32,Mobile,Monthly,24,0,21.712668188491957,2,0.04,15,20,640,Bank Transfer,3,No,No,1,35.65475989048856,Technical,3.0,1,0.59,0.15,-3,Neutral,3
Female,71,Canada,New York,Individual,40,Web,Quarterly,23,7,19.00718922118469,12,0.01,1,100,4000,Bank Transfer,0,No,No,3,19.594331255723308,Service,5.0,0,0.38,0.42,35,Satisfied,1
Female,45,Canada,Sydney,SME,8,Mobile,Monthly,17,6,9.662364145619176,6,-0.07,24,20,160,Card,2,No,Yes,0,14.763799441487349,Service,4.0,0,0.74,0.24,-2,Satisfied,1
Female,34,Germany,London,SME,10,Web,Monthly,29,0,14.521634557516643,6,0.25,0,70,700,Card,0,Yes,No,1,31.43959499618501,Billing,3.0,0,0.13,0.35,68,Neutral,1
Male,54,Germany,Delhi,Individual,30,Web,Quarterly,20,1,11.967565994897992,5,0.27,19,20,600,Card,1,No,No,0,20.2357828428016,Billing,3.0,1,0.52,0.42,-5,Neutral,0
Male,24,Canada,Sydney,Individual,51,Mobile,Monthly,0,4,18.910115042967742,7,0.08,25,30,1530,Card,0,No,No,0,16.82435621762275,Service,4.0,0,0.48,0.24,12,Neutral,1
Female,30,USA,London,Individual,29,Referral,Quarterly,3,3,14.844489272384044,5,0.05,11,10,290,Bank Transfer,0,No,No,3,23.936611092597023,Billing,3.0,0,0.83,0.23,57,Satisfied,1
Male,48,USA,Berlin,SME,48,Mobile,Monthly,18,5,5.35641469957533,8,-0.09,2,50,2400,Bank Transfer,1,Yes,No,2,21.7677082626956,Billing,4.0,0,0.37,0.39,42,Neutral,1
Female,62,USA,Dhaka,Individual,57,Web,Yearly,26,6,10.876076159260416,11,-0.01,1,50,2850,Card,2,No,No,2,10.649522133300394,Service,5.0,2,0.9,0.36,30,Neutral,1
Female,73,UK,Toronto,SME,47,Mobile,Monthly,24,0,11.9969524000035,3,-0.08,20,20,940,PayPal,0,No,No,0,24.57572837640216,Technical,3.0,0,0.36,0.26,-13,Satisfied,1
Female,57,UK,Berlin,Individual,55,Referral,Quarterly,10,1,2.3432246857141656,8,0.09,0,50,2750,Card,3,Yes,No,1,16.091141463209787,,3.0,0,0.53,0.05,-12,Satisfied,1
Male,41,India,Delhi,Individual,12,Referral,Yearly,28,5,26.53090013665425,6,-0.1,3,20,240,Card,1,No,No,0,34.233861338615604,Service,2.0,0,0.67,0.14,-9,Satisfied,1
Female,50,Bangladesh,Berlin,SME,25,Web,Yearly,13,3,16.160559366693594,6,-0.12,14,70,1750,Card,1,Yes,No,1,22.071522766991247,Service,5.0,1,0.58,0.47,7,Satisfied,0
Male,74,Australia,Berlin,SME,25,Mobile,Monthly,12,0,12.184936745483244,6,0.14,13,20,500,Card,0,Yes,No,1,11.85957060403538,Technical,3.0,0,0.22,0.13,19,Satisfied,1
Male,41,Canada,London,SME,4,Mobile,Monthly,24,4,10.474808342542651,2,0.2,6,20,80,Card,0,Yes,Yes,1,27.388431076193942,Technical,2.0,0,0.55,0.06,72,Satisfied,0
Female,64,Bangladesh,London,Individual,50,Web,Quarterly,21,7,24.422018052816192,1,0.2,6,20,1000,PayPal,0,No,No,1,22.471668385478512,Service,3.0,0,0.29,0.12,100,Satisfied,1
Female,41,Canada,New York,SME,50,Mobile,Quarterly,19,3,4.50114199491502,5,-0.02,0,10,500,Card,1,No,Yes,0,23.39610973034433,Technical,3.0,1,0.68,0.34,1,Satisfied,3
Male,70,India,London,SME,1,Referral,Yearly,22,0,19.19997712393513,5,-0.01,20,30,30,Card,0,No,No,2,16.766747724194165,Billing,4.0,0,0.47,0.15,26,Satisfied,0
Male,28,India,Toronto,SME,42,Mobile,Monthly,28,1,24.942154484651823,5,-0.08,22,30,1260,PayPal,0,Yes,No,1,11.853143869855078,Technical,3.0,1,0.24,0.19,38,Satisfied,0
Female,46,USA,New York,SME,26,Web,Yearly,12,5,20.34139543591561,2,-0.09,2,50,1300,Card,0,No,No,0,25.60609150496274,,4.0,0,0.33,0.32,20,Satisfied,0
Male,66,Canada,Delhi,Individual,15,Mobile,Monthly,24,3,7.480915998874555,4,0.25,26,50,750,Card,1,Yes,No,0,16.94607952044241,Billing,3.0,0,0.13,0.27,93,Satisfied,2
Male,49,UK,Dhaka,SME,58,Web,Monthly,34,7,31.118683095284503,1,-0.06,5,20,1160,PayPal,1,No,No,1,29.42480359622899,Technical,2.0,0,0.41,0.11,26,Neutral,1
Male,44,USA,Berlin,SME,50,Referral,Yearly,20,1,14.114934470314196,11,-0.05,18,10,500,Card,0,No,Yes,4,35.88162268832232,Technical,4.0,0,0.57,0.12,8,Neutral,1
Male,39,UK,Berlin,Individual,47,Referral,Monthly,10,6,18.66496916325731,6,-0.03,11,20,940,Card,1,No,No,2,14.39065904614519,,4.0,0,0.64,0.32,14,Neutral,1
Female,53,Bangladesh,Sydney,SME,11,Web,Yearly,31,3,15.222782680904231,2,0.19,20,100,1100,Card,1,No,Yes,0,11.060138995956232,,3.0,0,0.39,0.1,-32,Satisfied,1
Female,47,India,New York,SME,42,Web,Quarterly,23,0,7.376755651780305,4,0.13,4,20,840,Card,0,No,No,2,23.89070801737035,,4.0,0,0.25,0.39,82,Satisfied,1
Female,41,Bangladesh,Toronto,SME,48,Web,Quarterly,16,4,18.640615575262128,4,0.39,12,70,3360,Card,0,Yes,Yes,0,31.95485578531636,Billing,5.0,1,0.39,0.04,20,Satisfied,0
Male,38,Canada,Sydney,SME,13,Mobile,Monthly,9,5,14.182166181724316,4,-0.16,0,20,260,Card,0,No,Yes,0,14.567281208692291,Technical,3.0,0,0.14,0.23,46,Neutral,1
Female,23,Australia,Toronto,Individual,38,Web,Monthly,15,3,26.074412456076978,1,0.09,19,30,1140,PayPal,1,No,No,0,24.634922883936383,Service,4.0,0,0.71,0.19,100,Satisfied,0
Male,74,Bangladesh,London,Individual,1,Mobile,Quarterly,9,6,15.531775869889982,6,0.24,6,70,70,Card,0,No,Yes,1,28.67913877405075,Billing,4.0,0,0.75,0.27,68,Satisfied,3
Male,29,Germany,London,SME,2,Web,Monthly,17,2,14.29354363135613,8,0.25,5,20,40,PayPal,0,No,No,2,24.41065270378644,Technical,5.0,0,0.7,0.43,17,Unsatisfied,0
Female,50,Australia,Delhi,Individual,50,Referral,Yearly,12,7,16.029106488242867,3,-0.08,2,10,500,Card,1,Yes,No,2,9.3767421229568,,3.0,0,0.14,0.48,28,Unsatisfied,1
Male,70,Bangladesh,London,Individual,41,Web,Yearly,34,6,24.122468215913084,6,-0.13,19,70,2870,Card,1,No,No,2,26.525091524700983,,2.0,0,0.46,0.11,34,Unsatisfied,1
Female,71,Canada,Sydney,Individual,14,Mobile,Yearly,7,4,13.428834575082158,4,-0.23,13,30,420,Card,0,Yes,No,2,14.29097861272214,Billing,2.0,0,0.16,0.42,41,Satisfied,0
Male,59,UK,Berlin,SME,12,Web,Yearly,19,2,19.8329551423306,2,0.08,7,10,120,Card,1,No,No,3,16.030755549323686,Billing,4.0,0,0.68,0.12,61,Unsatisfied,1
Female,58,USA,London,SME,12,Web,Monthly,10,3,17.045419644312094,2,-0.07,9,30,360,Card,0,No,No,1,40.696846472072295,Service,3.0,0,0.72,0.34,-24,Satisfied,0
Male,50,UK,Toronto,Individual,24,Mobile,Quarterly,39,4,6.013480840452283,5,0.09,1,70,1680,Card,0,No,No,2,11.918129843193327,Service,4.0,0,0.13,0.29,-67,Neutral,0
Female,30,Bangladesh,London,Enterprise,55,Web,Monthly,28,1,16.734178676289357,9,0.1,2,30,1650,Card,0,Yes,Yes,1,26.01078914806983,Technical,2.0,2,0.31,0.05,10,Satisfied,0
Male,69,Bangladesh,New York,Enterprise,41,Web,Monthly,25,6,19.310744545718805,4,-0.39,26,20,820,Card,3,No,No,1,25.62218901005524,Technical,2.0,0,0.12,0.42,24,Neutral,1
Male,68,USA,New York,SME,38,Web,Yearly,20,5,16.130594484476948,3,-0.02,0,20,760,PayPal,1,No,No,2,11.500814958479731,,3.0,0,0.14,0.26,59,Satisfied,3
Male,46,USA,London,Individual,45,Web,Quarterly,10,1,15.979688325322453,5,-0.11,30,20,900,Card,1,No,No,2,35.72856940314979,Technical,4.0,0,0.36,0.43,29,Satisfied,0
Male,73,Australia,Delhi,SME,9,Referral,Yearly,28,2,17.170481638267514,6,0.12,0,50,450,Card,0,No,No,2,26.1522144536723,Service,4.0,0,0.59,0.26,7,Satisfied,0
Male,70,Bangladesh,London,Enterprise,42,Web,Quarterly,19,5,21.910613800471108,5,0.08,17,10,420,Card,0,No,No,0,17.961265504122434,Service,5.0,0,0.4,0.29,-15,Neutral,2
Female,67,USA,Sydney,Individual,52,Mobile,Yearly,5,1,13.615308339685734,6,-0.06,38,20,1040,PayPal,0,No,No,1,37.6713009591257,Technical,3.0,0,0.84,0.4,54,Satisfied,2
Male,50,India,Berlin,Individual,16,Web,Quarterly,29,7,16.094522158415966,2,-0.06,13,10,160,Card,0,Yes,No,1,40.77460833072063,,3.0,1,0.15,0.13,-49,Satisfied,1
Male,53,Australia,London,Individual,37,Mobile,Quarterly,18,1,13.477139646450247,1,0.07,14,70,2590,PayPal,0,No,No,0,27.21383475824086,Billing,4.0,0,0.36,0.23,12,Unsatisfied,1
Female,65,India,Delhi,SME,55,Web,Yearly,5,0,7.333547359639096,1,0.15,6,30,1650,Card,1,Yes,No,2,12.37109942184837,,3.0,0,0.45,0.04,26,Satisfied,1
Male,55,Australia,Berlin,Individual,58,Mobile,Quarterly,15,6,14.33533826313893,5,0.16,2,20,1160,Card,1,Yes,No,0,31.144379188721583,Billing,3.0,0,0.76,0.22,71,Neutral,0
Male,36,Australia,Berlin,Individual,54,Web,Monthly,8,0,14.225861391990827,5,0.1,25,30,1620,PayPal,1,No,No,1,27.4247229874064,,5.0,0,0.34,0.02,71,Satisfied,1
Female,67,USA,Toronto,Individual,3,Web,Yearly,32,7,13.80839817278013,9,-0.01,6,70,210,Card,0,Yes,No,2,1.0,Billing,2.0,1,0.84,0.46,5,Neutral,1
Female,60,Bangladesh,Toronto,SME,59,Referral,Quarterly,10,6,11.475576374306128,1,-0.08,0,30,1770,Card,0,Yes,Yes,0,31.288189252089254,Technical,3.0,0,0.14,0.15,8,Satisfied,1
Female,40,Germany,New York,Individual,46,Mobile,Monthly,18,3,13.174295458640051,3,-0.21,4,10,460,PayPal,0,No,Yes,0,18.12391842896797,Billing,4.0,0,0.56,0.48,-42,Unsatisfied,1
Male,53,Germany,Delhi,Individual,17,Mobile,Monthly,18,7,8.879637923832675,2,-0.07,25,30,510,PayPal,4,No,Yes,3,49.51388034044014,Billing,3.0,0,0.88,0.49,-1,Satisfied,1
